tha7i,Economics,Cary,Blue,Pasta,4,2017-07-25T09:59:16-0400
uw0li,Business,Tehran,Purple,Caviar,2,2017-07-25T09:59:45-0400
phe2e,Public Policy,Boston,Blue,Baccer,4,2017-07-25T10:18:21-0400
aay2r,Archaeology,London,Indigo,Philly Cheesesteak,4,2017-07-25T10:20:04-0400
quoa6,Chemistry,Dallas,Green,Crackers,2,2017-07-25T10:21:06-0400
ui3th,Biology,Raleigh,Red,Cheese,2,2017-07-25T10:24:57-0400
ok7va,Journalism,Takoma,Turqoise,Chopped Cheese,4,2017-07-25T12:58:18-0400
